Lazarus Group	14	Lazarus	Hermit	Zinc	Bluenoroff	DarkSeoul	Guardians of Peace	Hastati Group	Hidden Cobra	Stardust Chollima	Whois Team
Equation Group	11	
Cozy Bear	10	The Dukes	NOBELIUM	APT 29	APT29	CozyCar	CozyDuke	Dark Halo	Iron Ritual	Office Monkeys	SolarStorm	StellarParticle	UNC2452	YTTRIUM
DarkSide	8	DarkSide (hacking group)
Carbanak	7	
Elfin Team	5	Holmium	Advanced Persistent Threat 33	APT33	Magnallium	Refined Kitten
Sandworm	5	GTsST	Iron Viking	Main Center for Special Technologies	Military Unit 74455	Quedagh	Sandworm Team	Telebots	TEMP.Noble	Unit 74455	Voodoo Bear
Helix Kitten	4	Advanced Persistent Threat 34	APT34	Crambus	OilRig	Twisted Kitten
FIN7	4	Carbanak	Anunak	Carbon Spider
HAFNIUM	4	Hafnium
Kimsuky	4	Black Banshee	Operation Stolen Pencil	Thallium	Velvet Chollima
APT32	3	APT-C-00	Cobalt Kitty	OceanLotus	OceanLotus Group	SeaLotus
Charming Kitten	3	Newscaster	Phosphorus	Ajax Security	APT35	Group 83	NewsBeef	Poarastoo
Berserk Bear	3	Electrum	Dymalloy	Group 24	BROMINE	Crouching Yeti	DragonFly	Dragonfly 2.0	Energetic Bear	Iron Liberty	Koala Team	TeamSpy	TEMP.Isotope
Wizard Spider	3	Grim Spider	TEMP.MixMaster	UNC1878
DarkHotel	3	
Ricochet Chollima	3	
Rocket Kitten	2	Magic Hound
Leviathan	2	Gadolinium	APT 40	APT40	ATK 29	Bronze Mohawk	ITG09	Kryptonite Panda	Mudcarp	TEMP.Jumper	TEMP.Periscope
Numbered Panda	1	Advanced Persistent Threat 12	APT 12	APT12	Calc Team	Crimson Iron	IXESHE
PLATINUM	1	TwoForOne
Winnti	1	GREF	BARIUM	PassCV	Wicked Panda	Winnti umbrella
Dark Caracal	1	
Double Dragon	1	APT 41	APT41
Lotus Blossom	0	DRAGONFISH	Spring Dragon	ST Group	BRONZE ELGIN
El Machete	0	Machete	APT-C-43	machete-apt
Mofang	0	Superman	BRONZE WALKER
PittyTiger	0	MANGANESE	Pitty Panda	Pitty Tiger
PROMETHIUM	0	APT-C-41	StrongPity
Operation Sharpshooter	0	Sharpshooter
Silence group	0	Silence	Silence APT group	WHISPER SPIDER
Rancor Group	0	RANCOR	Rancor
Snowglobe	0	Animal Farm
APT-C-36	0	Blind Eagle
Longhorn	0	Lamberts	APT-C-39	the Lamberts
CopyKittens	0	Slayer Kitten
FIN4	0	Wolf Spider
